ICD10_PHEWAS_CODE;ICD9-CM_PHEWAS_CODE;PHEWAS_STRING;EXCLUSION
F441;300;Anxiety, dissociative and somatoform disorders;290-319.99
F442;300;Anxiety, dissociative and somatoform disorders;290-319.99
F680;300;Anxiety, dissociative and somatoform disorders;290-319.99
F452;300;Anxiety, dissociative and somatoform disorders;290-319.99
F99;300;Anxiety, dissociative and somatoform disorders;290-319.99
F412;300;Anxiety, dissociative and somatoform disorders;290-319.99
F447;300;Anxiety, dissociative and somatoform disorders;290-319.99
F422;300;Anxiety, dissociative and somatoform disorders;290-319.99
F489;300;Anxiety, dissociative and somatoform disorders;290-319.99
F429;300;Anxiety, dissociative and somatoform disorders;290-319.99
F413;300;Anxiety, dissociative and somatoform disorders;290-319.99
F428;300;Anxiety, dissociative and somatoform disorders;290-319.99
F408;300;Anxiety, dissociative and somatoform disorders;290-319.99
F418;300;Anxiety, dissociative and somatoform disorders;290-319.99
F488;300;Anxiety, dissociative and somatoform disorders;290-319.99
F204;300;Anxiety, dissociative and somatoform disorders;290-319.99
F421;300;Anxiety, dissociative and somatoform disorders;290-319.99
F420;300;Anxiety, dissociative and somatoform disorders;290-319.99
F443;300;Anxiety, dissociative and somatoform disorders;290-319.99
F481;300;Anxiety, dissociative and somatoform disorders;290-319.99
F444;300;Anxiety, dissociative and somatoform disorders;290-319.99
F410;300;Anxiety, dissociative and somatoform disorders;290-319.99
F401;300;Anxiety, dissociative and somatoform disorders;290-319.99
F402;300;Anxiety, dissociative and somatoform disorders;290-319.99
F400;300;Anxiety, dissociative and somatoform disorders;290-319.99
F48;300;Anxiety, dissociative and somatoform disorders;290-319.99
F45;300;Anxiety, dissociative and somatoform disorders;290-319.99
F42;300;Anxiety, dissociative and somatoform disorders;290-319.99
F41;300;Anxiety, dissociative and somatoform disorders;290-319.99
F68;300;Anxiety, dissociative and somatoform disorders;290-319.99
F448;300;Anxiety, dissociative and somatoform disorders;290-319.99
F44;300;Anxiety, dissociative and somatoform disorders;290-319.99
F40;300;Anxiety, dissociative and somatoform disorders;290-319.99
F419;300;Anxiety, dissociative and somatoform disorders;290-319.99
F409;300;Anxiety, dissociative and somatoform disorders;290-319.99
F431;308;Acute reaction to stress;290-319.99
F430;308;Acute reaction to stress;290-319.99
F438;308;Acute reaction to stress;290-319.99
F439;308;Acute reaction to stress;290-319.99
F43;308;Acute reaction to stress;290-319.99
F459;306;Physiological malfunction arising from mental factors;290-319.99
F59;306;Physiological malfunction arising from mental factors;290-319.99
F525;306;Physiological malfunction arising from mental factors;290-319.99
F453;306;Physiological malfunction arising from mental factors;290-319.99
G443;339;Other headache syndromes;290-319.99
G442;339;Other headache syndromes;290-319.99
F840;299;Pervasive developmental disorders;290-319.99
F841;299;Pervasive developmental disorders;290-319.99
F843;299;Pervasive developmental disorders;290-319.99
F848;299;Pervasive developmental disorders;290-319.99
F844;299;Pervasive developmental disorders;290-319.99
F849;299;Pervasive developmental disorders;290-319.99
F845;299;Pervasive developmental disorders;290-319.99
F84;299;Pervasive developmental disorders;290-319.99
F192;304;Drug dependence;290-319.99
F122;304;Drug dependence;290-319.99
F142;304;Drug dependence;290-319.99
F162;304;Drug dependence;290-319.99
F112;304;Drug dependence;290-319.99
F152;304;Drug dependence;290-319.99
F132;304;Drug dependence;290-319.99
F172;304;Drug dependence;290-319.99
F182;304;Drug dependence;290-319.99
F949;313;Disturbance of emotions specific to childhood and adolescence;290-319.99
F939;313;Disturbance of emotions specific to childhood and adolescence;290-319.99
F948;313;Disturbance of emotions specific to childhood and adolescence;290-319.99
F938;313;Disturbance of emotions specific to childhood and adolescence;290-319.99
F933;313;Disturbance of emotions specific to childhood and adolescence;290-319.99
F942;313;Disturbance of emotions specific to childhood and adolescence;290-319.99
F931;313;Disturbance of emotions specific to childhood and adolescence;290-319.99
F941;313;Disturbance of emotions specific to childhood and adolescence;290-319.99
F932;313;Disturbance of emotions specific to childhood and adolescence;290-319.99
F170;305;Nondependent abuse of drugs;290-319.99
F171;305;Nondependent abuse of drugs;290-319.99
F17;305;Nondependent abuse of drugs;290-319.99
F190;305;Nondependent abuse of drugs;290-319.99
F191;305;Nondependent abuse of drugs;290-319.99
F100;305;Nondependent abuse of drugs;290-319.99
F101;305;Nondependent abuse of drugs;290-319.99
F120;305;Nondependent abuse of drugs;290-319.99
F121;305;Nondependent abuse of drugs;290-319.99
F140;305;Nondependent abuse of drugs;290-319.99
F141;305;Nondependent abuse of drugs;290-319.99
F160;305;Nondependent abuse of drugs;290-319.99
F161;305;Nondependent abuse of drugs;290-319.99
F110;305;Nondependent abuse of drugs;290-319.99
F111;305;Nondependent abuse of drugs;290-319.99
F150;305;Nondependent abuse of drugs;290-319.99
F151;305;Nondependent abuse of drugs;290-319.99
F130;305;Nondependent abuse of drugs;290-319.99
F131;305;Nondependent abuse of drugs;290-319.99
F180;305;Nondependent abuse of drugs;290-319.99
F181;305;Nondependent abuse of drugs;290-319.99
F19;305;Nondependent abuse of drugs;290-319.99
F10;305;Nondependent abuse of drugs;290-319.99
F12;305;Nondependent abuse of drugs;290-319.99
F14;305;Nondependent abuse of drugs;290-319.99
F16;305;Nondependent abuse of drugs;290-319.99
F11;305;Nondependent abuse of drugs;290-319.99
F18;305;Nondependent abuse of drugs;290-319.99
F55;305;Nondependent abuse of drugs;290-319.99
F15;305;Nondependent abuse of drugs;290-319.99
F13;305;Nondependent abuse of drugs;290-319.99
F051;290;Dementias;290-319.99
F001;290;Dementias;290-319.99
F009;290;Dementias;290-319.99
F002;290;Dementias;290-319.99
F011;290;Dementias;290-319.99
F000;290;Dementias;290-319.99
F021;290;Dementias;290-319.99
F020;290;Dementias;290-319.99
F013;290;Dementias;290-319.99
F018;290;Dementias;290-319.99
F012;290;Dementias;290-319.99
F010;290;Dementias;290-319.99
F019;290;Dementias;290-319.99
F00;290;Dementias;290-319.99
F02;290;Dementias;290-319.99
F01;290;Dementias;290-319.99
F022;294;Persistent mental disorders due to conditions classified elsewhere;290-319.99
F023;294;Persistent mental disorders due to conditions classified elsewhere;290-319.99
F03;294;Persistent mental disorders due to conditions classified elsewhere;290-319.99
F069;294;Persistent mental disorders due to conditions classified elsewhere;290-319.99
F09;294;Persistent mental disorders due to conditions classified elsewhere;290-319.99
F024;294;Persistent mental disorders due to conditions classified elsewhere;290-319.99
F028;294;Persistent mental disorders due to conditions classified elsewhere;290-319.99
F068;294;Persistent mental disorders due to conditions classified elsewhere;290-319.99
F04;294;Persistent mental disorders due to conditions classified elsewhere;290-319.99
F819;315;Specific delays in development;290-319.99
F809;315;Specific delays in development;290-319.99
F813;315;Specific delays in development;290-319.99
F818;315;Specific delays in development;290-319.99
F808;315;Specific delays in development;290-319.99
F82;315;Specific delays in development;290-319.99
F811;315;Specific delays in development;290-319.99
F803;315;Specific delays in development;290-319.99
F801;315;Specific delays in development;290-319.99
F83;315;Specific delays in development;290-319.99
F88;315;Specific delays in development;290-319.99
F802;315;Specific delays in development;290-319.99
F812;315;Specific delays in development;290-319.99
F800;315;Specific delays in development;290-319.99
F89;315;Specific delays in development;290-319.99
F80;315;Specific delays in development;290-319.99
F810;315;Specific delays in development;290-319.99
F81;315;Specific delays in development;290-319.99
F205;295;Schizophrenic disorders;290-319.99
F251;295;Schizophrenic disorders;290-319.99
F231;295;Schizophrenic disorders;290-319.99
F202;295;Schizophrenic disorders;290-319.99
F201;295;Schizophrenic disorders;290-319.99
F258;295;Schizophrenic disorders;290-319.99
F208;295;Schizophrenic disorders;290-319.99
F200;295;Schizophrenic disorders;290-319.99
F250;295;Schizophrenic disorders;290-319.99
F252;295;Schizophrenic disorders;290-319.99
F259;295;Schizophrenic disorders;290-319.99
F209;295;Schizophrenic disorders;290-319.99
F21;295;Schizophrenic disorders;290-319.99
F206;295;Schizophrenic disorders;290-319.99
F203;295;Schizophrenic disorders;290-319.99
F232;295;Schizophrenic disorders;290-319.99
F20;295;Schizophrenic disorders;290-319.99
F25;295;Schizophrenic disorders;290-319.99
F239;298;Other nonorganic psychoses;290-319.99
F230;298;Other nonorganic psychoses;290-319.99
F238;298;Other nonorganic psychoses;290-319.99
F233;298;Other nonorganic psychoses;290-319.99
F28;298;Other nonorganic psychoses;290-319.99
F29;298;Other nonorganic psychoses;290-319.99
F23;298;Other nonorganic psychoses;290-319.99
F54;316;Psychic factors associated with diseases classified elsewhere;290-319.99
F710;317;mental retardation;290-319.99
F719;317;mental retardation;290-319.99
F711;317;mental retardation;290-319.99
F730;317;mental retardation;290-319.99
F739;317;mental retardation;290-319.99
F738;317;mental retardation;290-319.99
F731;317;mental retardation;290-319.99
F720;317;mental retardation;290-319.99
F729;317;mental retardation;290-319.99
F728;317;mental retardation;290-319.99
F721;317;mental retardation;290-319.99
F718;317;mental retardation;290-319.99
F71;317;mental retardation;290-319.99
F72;317;mental retardation;290-319.99
F73;317;mental retardation;290-319.99
F700;317;mental retardation;290-319.99
F709;317;mental retardation;290-319.99
F708;317;mental retardation;290-319.99
F701;317;mental retardation;290-319.99
F780;317;mental retardation;290-319.99
F789;317;mental retardation;290-319.99
F788;317;mental retardation;290-319.99
F781;317;mental retardation;290-319.99
F790;317;mental retardation;290-319.99
F799;317;mental retardation;290-319.99
F798;317;mental retardation;290-319.99
F791;317;mental retardation;290-319.99
F70;317;mental retardation;290-319.99
F79;317;mental retardation;290-319.99
F78;317;mental retardation;290-319.99
F901;314;Hyperkinetic syndrome of childhood;290-319.99
F909;314;Hyperkinetic syndrome of childhood;290-319.99
F908;314;Hyperkinetic syndrome of childhood;290-319.99
F900;314;Hyperkinetic syndrome of childhood;290-319.99
F90;314;Hyperkinetic syndrome of childhood;290-319.99
F313;296;Bipolar;290-319.99
F314;296;Bipolar;290-319.99
F317;296;Bipolar;290-319.99
F319;296;Bipolar;290-319.99
F318;296;Bipolar;290-319.99
F328;296;Bipolar;290-319.99
F330;296;Bipolar;290-319.99
F334;296;Bipolar;290-319.99
F315;296;Bipolar;290-319.99
F320;296;Bipolar;290-319.99
F321;296;Bipolar;290-319.99
F348;296;Bipolar;290-319.99
F381;296;Bipolar;290-319.99
F380;296;Bipolar;290-319.99
F388;296;Bipolar;290-319.99
F331;296;Bipolar;290-319.99
F333;296;Bipolar;290-319.99
F332;296;Bipolar;290-319.99
F323;296;Bipolar;290-319.99
F322;296;Bipolar;290-319.99
F33;296;Bipolar;290-319.99
F32;296;Bipolar;290-319.99
F38;296;Bipolar;290-319.99
F300;296;Bipolar;290-319.99
F300;296;Bipolar;290-319.99
F310;296;Bipolar;290-319.99
F312;296;Bipolar;290-319.99
F311;296;Bipolar;290-319.99
F302;296;Bipolar;290-319.99
F302;296;Bipolar;290-319.99
F301;296;Bipolar;290-319.99
F301;296;Bipolar;290-319.99
F309;296;Bipolar;290-319.99
F309;296;Bipolar;290-319.99
F308;296;Bipolar;290-319.99
F338;296;Bipolar;290-319.99
F316;296;Bipolar;290-319.99
F349;296;Bipolar;290-319.99
F339;296;Bipolar;290-319.99
F39;296;Bipolar;290-319.99
F31;296;Bipolar;290-319.99
F30;296;Bipolar;290-319.99
F30;296;Bipolar;290-319.99
F329;296;Bipolar;290-319.99
F102;303;Alcohol dependence syndrome;290-319.99
F194;291;Substance-induced mental disorders;290-319.99
F196;291;Substance-induced mental disorders;290-319.99
F198;291;Substance-induced mental disorders;290-319.99
F195;291;Substance-induced mental disorders;290-319.99
F197;291;Substance-induced mental disorders;290-319.99
F199;291;Substance-induced mental disorders;290-319.99
F193;291;Substance-induced mental disorders;290-319.99
F106;291;Substance-induced mental disorders;290-319.99
F108;291;Substance-induced mental disorders;290-319.99
F105;291;Substance-induced mental disorders;290-319.99
F107;291;Substance-induced mental disorders;290-319.99
F109;291;Substance-induced mental disorders;290-319.99
F103;291;Substance-induced mental disorders;290-319.99
F104;291;Substance-induced mental disorders;290-319.99
F104;291;Substance-induced mental disorders;290-319.99
F128;291;Substance-induced mental disorders;290-319.99
